sample_id	plasmid	strand	call_type	filepath
65	PFC53_T3TERMSHORT_VR31	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR01	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR01	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR01	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR01	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR02	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR02	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR02	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR02	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR03	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR03	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR03	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR03	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR04	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR04	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR04	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR04	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR05	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR05	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR05	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR06	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR06	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR06	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR07	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR07	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR07	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR07	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR08	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR08	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR08	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR08	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR09	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR09	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR09	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR09	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR10	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR10	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR10	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR10	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR11	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR11	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR11	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR11	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR12	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR12	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR12	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR12	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR13	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR13	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR13	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR13	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR14	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR14	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR14	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR14	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR15	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR15	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR15	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR15	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR16	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR16	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR16	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR17	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR17	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR18	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR18	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR18	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR18	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR19	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR19	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR19	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR19	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR20	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR20	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR20	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR20	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR21	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR21	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR22	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR22	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR22	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR22	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR23	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR23	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR23	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR23	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR24	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR24	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR24	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR24	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR25	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR25	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR25	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR26	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR26	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR26	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR26	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR27	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR27	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR27	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR27	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR28	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR28	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR28	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR28	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR29	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR29	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR29	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR29	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR30	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR30	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR30	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR31	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR31	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_low.bed.tsv
66	PFC53_T3TERMSHORT_VR31	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_high.bed.tsv
66	PFC53_T3TERMSHORT_VR31	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR01	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR01_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR01	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR01_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR01	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR01_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR02	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR02_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR02	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR02_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR03	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR03_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR03	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR03_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR04	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR04_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR04	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR04_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR04	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR04_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR05	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR05_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR05	Pos	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR05_Strand_Pos_call_high.bed.tsv
67	PFC8_TACINIT_VR05	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR05_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR06	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR06_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR06	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR06_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR07	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR07_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR07	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR07_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR08	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR08_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR08	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR08_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR08	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR08_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR09	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR09_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR09	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR09_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR10	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR10_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR10	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR10_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR11	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR11_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR11	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR11_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR11	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR11_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR12	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR12_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR12	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR12_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR13	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR13_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR13	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR13_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR14	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR14_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR14	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR14_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR15	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR15_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR15	Pos	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR15_Strand_Pos_call_high.bed.tsv
67	PFC8_TACINIT_VR15	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR15_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR16	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR16_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR16	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR16_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR17	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR17_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR17	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR17_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR18	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR18_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR18	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR18_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR19	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR19_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR19	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR19_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR19	Pos	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR19_Strand_Pos_call_high.bed.tsv
67	PFC8_TACINIT_VR19	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR19_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR20	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR20_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR20	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR20_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR20	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR20_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR21	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR21_Strand_Neg_call_low.bed.tsv
67	PFC8_TACINIT_VR21	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR21_Strand_Pos_call_low.bed.tsv
67	PFC8_TACINIT_VR22	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR22_Strand_Neg_call_high.bed.tsv
67	PFC8_TACINIT_VR22	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR22_Strand_Neg_call_low.bed.tsv
